data,quantidade,is_weekend,previous_day_sales_1,previous_day_sales_2,previous_day_sales_3,previous_day_sales_4,previous_day_sales_5,days_until_easter,selic,days_since_selic_update
2021-06-24,11.0,0,6.0,3.0,6.0,18.0,7.0,297.0,4.15,7
2021-06-25,13.0,0,11.0,6.0,3.0,6.0,18.0,296.0,4.15,8
2021-06-28,17.0,0,13.0,11.0,6.0,3.0,6.0,293.0,4.15,11
2021-06-29,11.0,0,17.0,13.0,11.0,6.0,3.0,292.0,4.15,12
2021-06-30,21.0,0,11.0,17.0,13.0,11.0,6.0,291.0,4.15,13
2021-07-01,12.0,0,21.0,11.0,17.0,13.0,11.0,290.0,4.15,14
2021-07-02,13.0,0,12.0,21.0,11.0,17.0,13.0,289.0,4.15,15
2021-07-05,15.0,0,13.0,12.0,21.0,11.0,17.0,286.0,4.15,18
2021-07-06,16.0,0,15.0,13.0,12.0,21.0,11.0,285.0,4.15,19
2021-07-07,18.0,0,16.0,15.0,13.0,12.0,21.0,284.0,4.15,20
2021-07-08,30.0,0,18.0,16.0,15.0,13.0,12.0,283.0,4.15,21
2021-07-09,15.0,0,30.0,18.0,16.0,15.0,13.0,282.0,4.15,22
2021-07-12,26.0,0,15.0,30.0,18.0,16.0,15.0,279.0,4.15,25
2021-07-13,12.0,0,26.0,15.0,30.0,18.0,16.0,278.0,4.15,26
2021-07-14,16.0,0,12.0,26.0,15.0,30.0,18.0,277.0,4.15,27
2021-07-15,21.0,0,16.0,12.0,26.0,15.0,30.0,276.0,4.15,28
2021-07-16,15.0,0,21.0,16.0,12.0,26.0,15.0,275.0,4.15,29
2021-07-19,20.0,0,15.0,21.0,16.0,12.0,26.0,272.0,4.15,32
2021-07-20,10.0,0,20.0,15.0,21.0,16.0,12.0,271.0,4.15,33
2021-07-21,15.0,0,10.0,20.0,15.0,21.0,16.0,270.0,4.15,34
2021-07-22,13.0,0,15.0,10.0,20.0,15.0,21.0,269.0,4.15,35
2021-07-23,27.0,0,13.0,15.0,10.0,20.0,15.0,268.0,4.15,36
2021-07-26,20.0,0,27.0,13.0,15.0,10.0,20.0,265.0,4.15,39
2021-07-27,14.0,0,20.0,27.0,13.0,15.0,10.0,264.0,4.15,40
2021-07-28,17.0,0,14.0,20.0,27.0,13.0,15.0,263.0,4.15,41
2021-07-29,11.0,0,17.0,14.0,20.0,27.0,13.0,262.0,4.15,42
2021-07-30,19.0,0,11.0,17.0,14.0,20.0,27.0,261.0,4.15,43
2021-08-02,17.0,0,19.0,11.0,17.0,14.0,20.0,258.0,4.15,46
2021-08-03,33.0,0,17.0,19.0,11.0,17.0,14.0,257.0,4.15,47
2021-08-04,13.0,0,33.0,17.0,19.0,11.0,17.0,256.0,4.15,48
2021-08-05,14.0,0,13.0,33.0,17.0,19.0,11.0,255.0,5.15,0
2021-08-06,22.0,0,14.0,13.0,33.0,17.0,19.0,254.0,5.15,1
2021-08-09,15.0,0,22.0,14.0,13.0,33.0,17.0,251.0,5.15,4
2021-08-10,13.0,0,15.0,22.0,14.0,13.0,33.0,250.0,5.15,5
2021-08-11,15.0,0,13.0,15.0,22.0,14.0,13.0,249.0,5.15,6
2021-08-12,18.0,0,15.0,13.0,15.0,22.0,14.0,248.0,5.15,7
2021-08-13,24.0,0,18.0,15.0,13.0,15.0,22.0,247.0,5.15,8
2021-08-16,23.0,0,24.0,18.0,15.0,13.0,15.0,244.0,5.15,11
2021-08-17,8.0,0,23.0,24.0,18.0,15.0,13.0,243.0,5.15,12
2021-08-18,22.0,0,8.0,23.0,24.0,18.0,15.0,242.0,5.15,13
2021-08-19,15.0,0,22.0,8.0,23.0,24.0,18.0,241.0,5.15,14
2021-08-20,12.0,0,15.0,22.0,8.0,23.0,24.0,240.0,5.15,15
2021-08-23,16.0,0,12.0,15.0,22.0,8.0,23.0,237.0,5.15,18
2021-08-24,7.0,0,16.0,12.0,15.0,22.0,8.0,236.0,5.15,19
2021-08-25,13.0,0,7.0,16.0,12.0,15.0,22.0,235.0,5.15,20
2021-08-26,8.0,0,13.0,7.0,16.0,12.0,15.0,234.0,5.15,21
2021-08-27,8.0,0,8.0,13.0,7.0,16.0,12.0,233.0,5.15,22
2021-08-30,15.0,0,8.0,8.0,13.0,7.0,16.0,230.0,5.15,25
2021-08-31,12.0,0,15.0,8.0,8.0,13.0,7.0,229.0,5.15,26
2021-09-01,6.0,0,12.0,15.0,8.0,8.0,13.0,228.0,5.15,27
2021-09-02,17.0,0,6.0,12.0,15.0,8.0,8.0,227.0,5.15,28
2021-09-03,16.0,0,17.0,6.0,12.0,15.0,8.0,226.0,5.15,29
2021-09-06,19.0,0,16.0,17.0,6.0,12.0,15.0,223.0,5.15,32
2021-09-08,17.0,0,19.0,16.0,17.0,6.0,12.0,221.0,5.15,34
2021-09-09,17.0,0,17.0,19.0,16.0,17.0,6.0,220.0,5.15,35
2021-09-10,26.0,0,17.0,17.0,19.0,16.0,17.0,219.0,5.15,36
2021-09-13,18.0,0,26.0,17.0,17.0,19.0,16.0,216.0,5.15,39
2021-09-14,11.0,0,18.0,26.0,17.0,17.0,19.0,215.0,5.15,40
2021-09-15,23.0,0,11.0,18.0,26.0,17.0,17.0,214.0,5.15,41
2021-09-16,20.0,0,23.0,11.0,18.0,26.0,17.0,213.0,5.15,42
2021-09-17,15.0,0,20.0,23.0,11.0,18.0,26.0,212.0,5.15,43
2021-09-20,10.0,0,15.0,20.0,23.0,11.0,18.0,209.0,5.15,46
2021-09-21,12.0,0,10.0,15.0,20.0,23.0,11.0,208.0,5.15,47
2021-09-22,16.0,0,12.0,10.0,15.0,20.0,23.0,207.0,5.15,48
2021-09-23,10.0,0,16.0,12.0,10.0,15.0,20.0,206.0,6.15,0
2021-09-24,14.0,0,10.0,16.0,12.0,10.0,15.0,205.0,6.15,1
2021-09-27,9.0,0,14.0,10.0,16.0,12.0,10.0,202.0,6.15,4
2021-09-28,7.0,0,9.0,14.0,10.0,16.0,12.0,201.0,6.15,5
2021-09-29,18.0,0,7.0,9.0,14.0,10.0,16.0,200.0,6.15,6
2021-09-30,13.0,0,18.0,7.0,9.0,14.0,10.0,199.0,6.15,7
2021-10-01,9.0,0,13.0,18.0,7.0,9.0,14.0,198.0,6.15,8
2021-10-04,16.0,0,9.0,13.0,18.0,7.0,9.0,195.0,6.15,11
2021-10-05,14.0,0,16.0,9.0,13.0,18.0,7.0,194.0,6.15,12
2021-10-06,17.0,0,14.0,16.0,9.0,13.0,18.0,193.0,6.15,13
2021-10-07,33.0,0,17.0,14.0,16.0,9.0,13.0,192.0,6.15,14
2021-10-08,26.0,0,33.0,17.0,14.0,16.0,9.0,191.0,6.15,15
2021-10-11,17.0,0,26.0,33.0,17.0,14.0,16.0,188.0,6.15,18
2021-10-12,5.0,0,17.0,26.0,33.0,17.0,14.0,187.0,6.15,19
2021-10-13,10.0,0,5.0,17.0,26.0,33.0,17.0,186.0,6.15,20
2021-10-14,19.0,0,10.0,5.0,17.0,26.0,33.0,185.0,6.15,21
2021-10-15,20.0,0,19.0,10.0,5.0,17.0,26.0,184.0,6.15,22
2021-10-18,24.0,0,20.0,19.0,10.0,5.0,17.0,181.0,6.15,25
2021-10-19,13.0,0,24.0,20.0,19.0,10.0,5.0,180.0,6.15,26
2021-10-20,16.0,0,13.0,24.0,20.0,19.0,10.0,179.0,6.15,27
2021-10-21,22.0,0,16.0,13.0,24.0,20.0,19.0,178.0,6.15,28
2021-10-22,11.0,0,22.0,16.0,13.0,24.0,20.0,177.0,6.15,29
2021-10-25,23.0,0,11.0,22.0,16.0,13.0,24.0,174.0,6.15,32
2021-10-26,15.0,0,23.0,11.0,22.0,16.0,13.0,173.0,6.15,33
2021-10-27,14.0,0,15.0,23.0,11.0,22.0,16.0,172.0,6.15,34
2021-10-28,17.0,0,14.0,15.0,23.0,11.0,22.0,171.0,7.65,0
2021-10-29,22.0,0,17.0,14.0,15.0,23.0,11.0,170.0,7.65,1
2021-11-01,19.0,0,22.0,17.0,14.0,15.0,23.0,167.0,7.65,4
2021-11-03,26.0,0,19.0,22.0,17.0,14.0,15.0,165.0,7.65,6
2021-11-04,11.0,0,26.0,19.0,22.0,17.0,14.0,164.0,7.65,7
2021-11-05,19.0,0,11.0,26.0,19.0,22.0,17.0,163.0,7.65,8
2021-11-08,36.0,0,19.0,11.0,26.0,19.0,22.0,160.0,7.65,11
2021-11-09,16.0,0,36.0,19.0,11.0,26.0,19.0,159.0,7.65,12
2021-11-10,26.0,0,16.0,36.0,19.0,11.0,26.0,158.0,7.65,13
2021-11-11,16.0,0,26.0,16.0,36.0,19.0,11.0,157.0,7.65,14
2021-11-12,31.0,0,16.0,26.0,16.0,36.0,19.0,156.0,7.65,15
2021-11-16,22.0,0,31.0,16.0,26.0,16.0,36.0,152.0,7.65,19
2021-11-17,19.0,0,22.0,31.0,16.0,26.0,16.0,151.0,7.65,20
2021-11-18,13.0,0,19.0,22.0,31.0,16.0,26.0,150.0,7.65,21
2021-11-19,12.0,0,13.0,19.0,22.0,31.0,16.0,149.0,7.65,22
2021-11-22,22.0,0,12.0,13.0,19.0,22.0,31.0,146.0,7.65,25
2021-11-23,17.0,0,22.0,12.0,13.0,19.0,22.0,145.0,7.65,26
2021-11-24,22.0,0,17.0,22.0,12.0,13.0,19.0,144.0,7.65,27
2021-11-25,16.0,0,22.0,17.0,22.0,12.0,13.0,143.0,7.65,28
2021-11-26,29.0,0,16.0,22.0,17.0,22.0,12.0,142.0,7.65,29
2021-11-29,17.0,0,29.0,16.0,22.0,17.0,22.0,139.0,7.65,32
2021-11-30,12.0,0,17.0,29.0,16.0,22.0,17.0,138.0,7.65,33
2021-12-01,16.0,0,12.0,17.0,29.0,16.0,22.0,137.0,7.65,34
2021-12-02,24.0,0,16.0,12.0,17.0,29.0,16.0,136.0,7.65,35
2021-12-03,23.0,0,24.0,16.0,12.0,17.0,29.0,135.0,7.65,36
2021-12-06,31.0,0,23.0,24.0,16.0,12.0,17.0,132.0,7.65,39
2021-12-07,12.0,0,31.0,23.0,24.0,16.0,12.0,131.0,7.65,40
2021-12-08,17.0,0,12.0,31.0,23.0,24.0,16.0,130.0,7.65,41
2021-12-09,29.0,0,17.0,12.0,31.0,23.0,24.0,129.0,9.15,0
2021-12-10,17.0,0,29.0,17.0,12.0,31.0,23.0,128.0,9.15,1
2021-12-13,15.0,0,17.0,29.0,17.0,12.0,31.0,125.0,9.15,4
2021-12-14,21.0,0,15.0,17.0,29.0,17.0,12.0,124.0,9.15,5
2021-12-15,26.0,0,21.0,15.0,17.0,29.0,17.0,123.0,9.15,6
2021-12-16,16.0,0,26.0,21.0,15.0,17.0,29.0,122.0,9.15,7
2021-12-17,19.0,0,16.0,26.0,21.0,15.0,17.0,121.0,9.15,8
2021-12-20,18.0,0,19.0,16.0,26.0,21.0,15.0,118.0,9.15,11
2021-12-21,38.0,0,18.0,19.0,16.0,26.0,21.0,117.0,9.15,12
2021-12-22,18.0,0,38.0,18.0,19.0,16.0,26.0,116.0,9.15,13
2021-12-23,28.0,0,18.0,38.0,18.0,19.0,16.0,115.0,9.15,14
2021-12-24,17.0,0,28.0,18.0,38.0,18.0,19.0,114.0,9.15,15
2021-12-27,4.0,0,17.0,28.0,18.0,38.0,18.0,111.0,9.15,18
2021-12-28,3.0,0,4.0,17.0,28.0,18.0,38.0,110.0,9.15,19
2021-12-29,6.0,0,3.0,4.0,17.0,28.0,18.0,109.0,9.15,20
2021-12-30,12.0,0,6.0,3.0,4.0,17.0,28.0,108.0,9.15,21
2021-12-31,9.0,0,12.0,6.0,3.0,4.0,17.0,107.0,9.15,22
2022-01-03,9.0,0,9.0,12.0,6.0,3.0,4.0,104.0,9.15,25
2022-01-04,15.0,0,9.0,9.0,12.0,6.0,3.0,103.0,9.15,26
2022-01-05,5.0,0,15.0,9.0,9.0,12.0,6.0,102.0,9.15,27
2022-01-06,7.0,0,5.0,15.0,9.0,9.0,12.0,101.0,9.15,28
2022-01-07,11.0,0,7.0,5.0,15.0,9.0,9.0,100.0,9.15,29
2022-01-10,4.0,0,11.0,7.0,5.0,15.0,9.0,97.0,9.15,32
2022-01-11,21.0,0,4.0,11.0,7.0,5.0,15.0,96.0,9.15,33
2022-01-12,11.0,0,21.0,4.0,11.0,7.0,5.0,95.0,9.15,34
2022-01-13,6.0,0,11.0,21.0,4.0,11.0,7.0,94.0,9.15,35
2022-01-14,6.0,0,6.0,11.0,21.0,4.0,11.0,93.0,9.15,36
2022-01-17,6.0,0,6.0,6.0,11.0,21.0,4.0,90.0,9.15,39
2022-01-18,16.0,0,6.0,6.0,6.0,11.0,21.0,89.0,9.15,40
2022-01-19,9.0,0,16.0,6.0,6.0,6.0,11.0,88.0,9.15,41
2022-01-20,18.0,0,9.0,16.0,6.0,6.0,6.0,87.0,9.15,42
2022-01-21,12.0,0,18.0,9.0,16.0,6.0,6.0,86.0,9.15,43
2022-01-24,7.0,0,12.0,18.0,9.0,16.0,6.0,83.0,9.15,46
2022-01-25,7.0,0,7.0,12.0,18.0,9.0,16.0,82.0,9.15,47
2022-01-26,9.0,0,7.0,7.0,12.0,18.0,9.0,81.0,9.15,48
2022-01-27,14.0,0,9.0,7.0,7.0,12.0,18.0,80.0,9.15,49
2022-01-28,11.0,0,14.0,9.0,7.0,7.0,12.0,79.0,9.15,50
2022-01-31,11.0,0,11.0,14.0,9.0,7.0,7.0,76.0,9.15,53
2022-02-01,3.0,0,11.0,11.0,14.0,9.0,7.0,75.0,9.15,54
2022-02-02,9.0,0,3.0,11.0,11.0,14.0,9.0,74.0,9.15,55
2022-02-03,7.0,0,9.0,3.0,11.0,11.0,14.0,73.0,10.65,0
2022-02-04,18.0,0,7.0,9.0,3.0,11.0,11.0,72.0,10.65,1
2022-02-07,19.0,0,18.0,7.0,9.0,3.0,11.0,69.0,10.65,4
2022-02-08,16.0,0,19.0,18.0,7.0,9.0,3.0,68.0,10.65,5
2022-02-09,10.0,0,16.0,19.0,18.0,7.0,9.0,67.0,10.65,6
2022-02-10,17.0,0,10.0,16.0,19.0,18.0,7.0,66.0,10.65,7
2022-02-11,16.0,0,17.0,10.0,16.0,19.0,18.0,65.0,10.65,8
2022-02-14,9.0,0,16.0,17.0,10.0,16.0,19.0,62.0,10.65,11
2022-02-15,15.0,0,9.0,16.0,17.0,10.0,16.0,61.0,10.65,12
2022-02-16,32.0,0,15.0,9.0,16.0,17.0,10.0,60.0,10.65,13
2022-02-17,4.0,0,32.0,15.0,9.0,16.0,17.0,59.0,10.65,14
2022-02-18,12.0,0,4.0,32.0,15.0,9.0,16.0,58.0,10.65,15
2022-02-21,10.0,0,12.0,4.0,32.0,15.0,9.0,55.0,10.65,18
2022-02-22,29.0,0,10.0,12.0,4.0,32.0,15.0,54.0,10.65,19
2022-02-23,15.0,0,29.0,10.0,12.0,4.0,32.0,53.0,10.65,20
2022-02-24,14.0,0,15.0,29.0,10.0,12.0,4.0,52.0,10.65,21
2022-02-25,22.0,0,14.0,15.0,29.0,10.0,12.0,51.0,10.65,22
2022-02-28,4.0,0,22.0,14.0,15.0,29.0,10.0,48.0,10.65,25
2022-03-01,1.0,0,4.0,22.0,14.0,15.0,29.0,47.0,10.65,26
2022-03-02,10.0,0,1.0,4.0,22.0,14.0,15.0,46.0,10.65,27
2022-03-03,10.0,0,10.0,1.0,4.0,22.0,14.0,45.0,10.65,28
2022-03-04,15.0,0,10.0,10.0,1.0,4.0,22.0,44.0,10.65,29
2022-03-07,39.0,0,15.0,10.0,10.0,1.0,4.0,41.0,10.65,32
2022-03-08,24.0,0,39.0,15.0,10.0,10.0,1.0,40.0,10.65,33
2022-03-09,18.0,0,24.0,39.0,15.0,10.0,10.0,39.0,10.65,34
2022-03-10,14.0,0,18.0,24.0,39.0,15.0,10.0,38.0,10.65,35
2022-03-11,19.0,0,14.0,18.0,24.0,39.0,15.0,37.0,10.65,36
2022-03-14,22.0,0,19.0,14.0,18.0,24.0,39.0,34.0,10.65,39
2022-03-15,16.0,0,22.0,19.0,14.0,18.0,24.0,33.0,10.65,40
2022-03-16,19.0,0,16.0,22.0,19.0,14.0,18.0,32.0,10.65,41
2022-03-17,18.0,0,19.0,16.0,22.0,19.0,14.0,31.0,11.65,0
2022-03-18,33.0,0,18.0,19.0,16.0,22.0,19.0,30.0,11.65,1
2022-03-21,24.0,0,33.0,18.0,19.0,16.0,22.0,27.0,11.65,4
2022-03-22,37.0,0,24.0,33.0,18.0,19.0,16.0,26.0,11.65,5
2022-03-23,24.0,0,37.0,24.0,33.0,18.0,19.0,25.0,11.65,6
2022-03-24,15.0,0,24.0,37.0,24.0,33.0,18.0,24.0,11.65,7
2022-03-25,28.0,0,15.0,24.0,37.0,24.0,33.0,23.0,11.65,8
2022-03-27,5.0,0,28.0,15.0,24.0,37.0,24.0,21.0,11.65,10
2022-03-28,38.0,0,5.0,28.0,15.0,24.0,37.0,20.0,11.65,11
2022-03-29,54.0,0,38.0,5.0,28.0,15.0,24.0,19.0,11.65,12
2022-03-30,21.0,0,54.0,38.0,5.0,28.0,15.0,18.0,11.65,13
2022-03-31,35.0,0,21.0,54.0,38.0,5.0,28.0,17.0,11.65,14
2022-04-01,58.0,0,35.0,21.0,54.0,38.0,5.0,16.0,11.65,15
2022-04-04,55.0,0,58.0,35.0,21.0,54.0,38.0,13.0,11.65,18
2022-04-05,58.0,0,55.0,58.0,35.0,21.0,54.0,12.0,11.65,19
2022-04-06,73.0,0,58.0,55.0,58.0,35.0,21.0,11.0,11.65,20
2022-04-07,60.0,0,73.0,58.0,55.0,58.0,35.0,10.0,11.65,21
2022-04-08,73.0,0,60.0,73.0,58.0,55.0,58.0,9.0,11.65,22
2022-04-10,26.0,0,73.0,60.0,73.0,58.0,55.0,7.0,11.65,24
2022-04-11,146.0,0,26.0,73.0,60.0,73.0,58.0,6.0,11.65,25
2022-04-12,172.0,0,146.0,26.0,73.0,60.0,73.0,5.0,11.65,26
2022-04-13,190.0,0,172.0,146.0,26.0,73.0,60.0,4.0,11.65,27
2022-04-14,253.0,0,190.0,172.0,146.0,26.0,73.0,3.0,11.65,28
2022-04-15,185.0,0,253.0,190.0,172.0,146.0,26.0,2.0,11.65,29
2022-04-17,27.0,0,185.0,253.0,190.0,172.0,146.0,0.0,11.65,31
2022-04-18,13.0,0,27.0,185.0,253.0,190.0,172.0,356.0,11.65,32
2022-04-19,13.0,0,13.0,27.0,185.0,253.0,190.0,355.0,11.65,33
2022-04-20,13.0,0,13.0,13.0,27.0,185.0,253.0,354.0,11.65,34
2022-04-22,23.0,0,13.0,13.0,13.0,27.0,185.0,352.0,11.65,36
2022-04-25,7.0,0,23.0,13.0,13.0,13.0,27.0,349.0,11.65,39
2022-04-26,10.0,0,7.0,23.0,13.0,13.0,13.0,348.0,11.65,40
2022-04-27,11.0,0,10.0,7.0,23.0,13.0,13.0,347.0,11.65,41
2022-04-28,7.0,0,11.0,10.0,7.0,23.0,13.0,346.0,11.65,42
2022-04-29,12.0,0,7.0,11.0,10.0,7.0,23.0,345.0,11.65,43
2022-05-02,13.0,0,12.0,7.0,11.0,10.0,7.0,342.0,11.65,46
2022-05-03,14.0,0,13.0,12.0,7.0,11.0,10.0,341.0,11.65,47
2022-05-04,16.0,0,14.0,13.0,12.0,7.0,11.0,340.0,11.65,48
2022-05-05,16.0,0,16.0,14.0,13.0,12.0,7.0,339.0,12.65,0
2022-05-06,36.0,0,16.0,16.0,14.0,13.0,12.0,338.0,12.65,1
2022-05-09,10.0,0,36.0,16.0,16.0,14.0,13.0,335.0,12.65,4
2022-05-10,10.0,0,10.0,36.0,16.0,16.0,14.0,334.0,12.65,5
2022-05-11,12.0,0,10.0,10.0,36.0,16.0,16.0,333.0,12.65,6
2022-05-12,11.0,0,12.0,10.0,10.0,36.0,16.0,332.0,12.65,7
2022-05-13,20.0,0,11.0,12.0,10.0,10.0,36.0,331.0,12.65,8
2022-05-16,7.0,0,20.0,11.0,12.0,10.0,10.0,328.0,12.65,11
2022-05-17,10.0,0,7.0,20.0,11.0,12.0,10.0,327.0,12.65,12
2022-05-18,6.0,0,10.0,7.0,20.0,11.0,12.0,326.0,12.65,13
2022-05-19,10.0,0,6.0,10.0,7.0,20.0,11.0,325.0,12.65,14
2022-05-20,17.0,0,10.0,6.0,10.0,7.0,20.0,324.0,12.65,15
2022-05-23,19.0,0,17.0,10.0,6.0,10.0,7.0,321.0,12.65,18
2022-05-24,16.0,0,19.0,17.0,10.0,6.0,10.0,320.0,12.65,19
2022-05-25,5.0,0,16.0,19.0,17.0,10.0,6.0,319.0,12.65,20
2022-05-26,22.0,0,5.0,16.0,19.0,17.0,10.0,318.0,12.65,21
2022-05-27,7.0,0,22.0,5.0,16.0,19.0,17.0,317.0,12.65,22
2022-05-30,20.0,0,7.0,22.0,5.0,16.0,19.0,314.0,12.65,25
2022-05-31,10.0,0,20.0,7.0,22.0,5.0,16.0,313.0,12.65,26
2022-06-01,11.0,0,10.0,20.0,7.0,22.0,5.0,312.0,12.65,27
2022-06-02,7.0,0,11.0,10.0,20.0,7.0,22.0,311.0,12.65,28
2022-06-03,17.0,0,7.0,11.0,10.0,20.0,7.0,310.0,12.65,29
2022-06-06,15.0,0,17.0,7.0,11.0,10.0,20.0,307.0,12.65,32
2022-06-07,13.0,0,15.0,17.0,7.0,11.0,10.0,306.0,12.65,33
2022-06-08,17.0,0,13.0,15.0,17.0,7.0,11.0,305.0,12.65,34
2022-06-09,1.0,0,17.0,13.0,15.0,17.0,7.0,304.0,12.65,35
2022-06-10,17.0,0,1.0,17.0,13.0,15.0,17.0,303.0,12.65,36
2022-06-13,12.0,0,17.0,1.0,17.0,13.0,15.0,300.0,12.65,39
2022-06-14,11.0,0,12.0,17.0,1.0,17.0,13.0,299.0,12.65,40
2022-06-15,9.0,0,11.0,12.0,17.0,1.0,17.0,298.0,12.65,41
2022-06-16,3.0,0,9.0,11.0,12.0,17.0,1.0,297.0,12.65,42
2022-06-17,7.0,0,3.0,9.0,11.0,12.0,17.0,296.0,13.15,0
2022-06-20,27.0,0,7.0,3.0,9.0,11.0,12.0,293.0,13.15,3
2022-06-21,7.0,0,27.0,7.0,3.0,9.0,11.0,292.0,13.15,4
2022-06-22,9.0,0,7.0,27.0,7.0,3.0,9.0,291.0,13.15,5
2022-06-23,11.0,0,9.0,7.0,27.0,7.0,3.0,290.0,13.15,6
2022-06-24,17.0,0,11.0,9.0,7.0,27.0,7.0,289.0,13.15,7
2022-06-27,14.0,0,17.0,11.0,9.0,7.0,27.0,286.0,13.15,10
2022-06-28,11.0,0,14.0,17.0,11.0,9.0,7.0,285.0,13.15,11
2022-06-29,7.0,0,11.0,14.0,17.0,11.0,9.0,284.0,13.15,12
2022-06-30,12.0,0,7.0,11.0,14.0,17.0,11.0,283.0,13.15,13
2022-07-01,19.0,0,12.0,7.0,11.0,14.0,17.0,282.0,13.15,14
2022-07-04,17.0,0,19.0,12.0,7.0,11.0,14.0,279.0,13.15,17
2022-07-05,12.0,0,17.0,19.0,12.0,7.0,11.0,278.0,13.15,18
2022-07-06,12.0,0,12.0,17.0,19.0,12.0,7.0,277.0,13.15,19
2022-07-07,27.0,0,12.0,12.0,17.0,19.0,12.0,276.0,13.15,20
2022-07-08,7.0,0,27.0,12.0,12.0,17.0,19.0,275.0,13.15,21
2022-07-11,13.0,0,7.0,27.0,12.0,12.0,17.0,272.0,13.15,24
2022-07-12,9.0,0,13.0,7.0,27.0,12.0,12.0,271.0,13.15,25
2022-07-13,16.0,0,9.0,13.0,7.0,27.0,12.0,270.0,13.15,26
2022-07-14,14.0,0,16.0,9.0,13.0,7.0,27.0,269.0,13.15,27
2022-07-15,15.0,0,14.0,16.0,9.0,13.0,7.0,268.0,13.15,28
2022-07-18,9.0,0,15.0,14.0,16.0,9.0,13.0,265.0,13.15,31
2022-07-19,12.0,0,9.0,15.0,14.0,16.0,9.0,264.0,13.15,32
2022-07-20,22.0,0,12.0,9.0,15.0,14.0,16.0,263.0,13.15,33
2022-07-21,15.0,0,22.0,12.0,9.0,15.0,14.0,262.0,13.15,34
2022-07-22,16.0,0,15.0,22.0,12.0,9.0,15.0,261.0,13.15,35
2022-07-25,19.0,0,16.0,15.0,22.0,12.0,9.0,258.0,13.15,38
2022-07-26,7.0,0,19.0,16.0,15.0,22.0,12.0,257.0,13.15,39
2022-07-27,10.0,0,7.0,19.0,16.0,15.0,22.0,256.0,13.15,40
2022-07-28,8.0,0,10.0,7.0,19.0,16.0,15.0,255.0,13.15,41
2022-07-29,15.0,0,8.0,10.0,7.0,19.0,16.0,254.0,13.15,42
2022-08-01,6.0,0,15.0,8.0,10.0,7.0,19.0,251.0,13.15,45
2022-08-02,20.0,0,6.0,15.0,8.0,10.0,7.0,250.0,13.15,46
2022-08-03,11.0,0,20.0,6.0,15.0,8.0,10.0,249.0,13.15,47
2022-08-04,17.0,0,11.0,20.0,6.0,15.0,8.0,248.0,13.65,0
2022-08-05,19.0,0,17.0,11.0,20.0,6.0,15.0,247.0,13.65,1
2022-08-08,15.0,0,19.0,17.0,11.0,20.0,6.0,244.0,13.65,4
2022-08-09,17.0,0,15.0,19.0,17.0,11.0,20.0,243.0,13.65,5
2022-08-10,13.0,0,17.0,15.0,19.0,17.0,11.0,242.0,13.65,6
2022-08-11,12.0,0,13.0,17.0,15.0,19.0,17.0,241.0,13.65,7
2022-08-12,13.0,0,12.0,13.0,17.0,15.0,19.0,240.0,13.65,8
2022-08-15,3.0,0,13.0,12.0,13.0,17.0,15.0,237.0,13.65,11
2022-08-16,4.0,0,3.0,13.0,12.0,13.0,17.0,236.0,13.65,12
2022-08-17,5.0,0,4.0,3.0,13.0,12.0,13.0,235.0,13.65,13
2022-08-18,8.0,0,5.0,4.0,3.0,13.0,12.0,234.0,13.65,14
2022-08-19,10.0,0,8.0,5.0,4.0,3.0,13.0,233.0,13.65,15
2022-08-22,13.0,0,10.0,8.0,5.0,4.0,3.0,230.0,13.65,18
2022-08-23,6.0,0,13.0,10.0,8.0,5.0,4.0,229.0,13.65,19
2022-08-24,16.0,0,6.0,13.0,10.0,8.0,5.0,228.0,13.65,20
2022-08-25,8.0,0,16.0,6.0,13.0,10.0,8.0,227.0,13.65,21
2022-08-26,7.0,0,8.0,16.0,6.0,13.0,10.0,226.0,13.65,22
2022-08-29,9.0,0,7.0,8.0,16.0,6.0,13.0,223.0,13.65,25
2022-08-30,6.0,0,9.0,7.0,8.0,16.0,6.0,222.0,13.65,26
2022-08-31,12.0,0,6.0,9.0,7.0,8.0,16.0,221.0,13.65,27
2022-09-01,5.0,0,12.0,6.0,9.0,7.0,8.0,220.0,13.65,28
2022-09-02,12.0,0,5.0,12.0,6.0,9.0,7.0,219.0,13.65,29
2022-09-05,11.0,0,12.0,5.0,12.0,6.0,9.0,216.0,13.65,32
2022-09-06,15.0,0,11.0,12.0,5.0,12.0,6.0,215.0,13.65,33
2022-09-08,22.0,0,15.0,11.0,12.0,5.0,12.0,213.0,13.65,35
2022-09-09,7.0,0,22.0,15.0,11.0,12.0,5.0,212.0,13.65,36
2022-09-12,8.0,0,7.0,22.0,15.0,11.0,12.0,209.0,13.65,39
2022-09-13,9.0,0,8.0,7.0,22.0,15.0,11.0,208.0,13.65,40
2022-09-14,7.0,0,9.0,8.0,7.0,22.0,15.0,207.0,13.65,41
2022-09-15,9.0,0,7.0,9.0,8.0,7.0,22.0,206.0,13.65,42
2022-09-16,8.0,0,9.0,7.0,9.0,8.0,7.0,205.0,13.65,43
2022-09-19,7.0,0,8.0,9.0,7.0,9.0,8.0,202.0,13.65,46
2022-09-20,11.0,0,7.0,8.0,9.0,7.0,9.0,201.0,13.65,47
2022-09-21,5.0,0,11.0,7.0,8.0,9.0,7.0,200.0,13.65,48
