data,quantidade,is_weekend,previous_day_sales_1,previous_day_sales_2,previous_day_sales_3,previous_day_sales_4,previous_day_sales_5,days_until_easter,selic,days_since_selic_update
2022-09-22,6.0,0,5.0,11.0,7.0,8.0,9.0,199.0,13.65,0
2022-09-23,11.0,0,6.0,5.0,11.0,7.0,8.0,198.0,13.65,1
2022-09-26,9.0,0,11.0,6.0,5.0,11.0,7.0,195.0,13.65,4
2022-09-27,9.0,0,9.0,11.0,6.0,5.0,11.0,194.0,13.65,5
2022-09-28,13.0,0,9.0,9.0,11.0,6.0,5.0,193.0,13.65,6
2022-09-29,8.0,0,13.0,9.0,9.0,11.0,6.0,192.0,13.65,7
2022-09-30,14.0,0,8.0,13.0,9.0,9.0,11.0,191.0,13.65,8
2022-10-03,8.0,0,14.0,8.0,13.0,9.0,9.0,188.0,13.65,11
2022-10-04,11.0,0,8.0,14.0,8.0,13.0,9.0,187.0,13.65,12
2022-10-05,10.0,0,11.0,8.0,14.0,8.0,13.0,186.0,13.65,13
2022-10-06,9.0,0,10.0,11.0,8.0,14.0,8.0,185.0,13.65,14
2022-10-07,3.0,0,9.0,10.0,11.0,8.0,14.0,184.0,13.65,15
2022-10-10,9.0,0,3.0,9.0,10.0,11.0,8.0,181.0,13.65,18
2022-10-11,7.0,0,9.0,3.0,9.0,10.0,11.0,180.0,13.65,19
2022-10-12,1.0,0,7.0,9.0,3.0,9.0,10.0,179.0,13.65,20
2022-10-13,16.0,0,1.0,7.0,9.0,3.0,9.0,178.0,13.65,21
2022-10-14,6.0,0,16.0,1.0,7.0,9.0,3.0,177.0,13.65,22
2022-10-17,6.0,0,6.0,16.0,1.0,7.0,9.0,174.0,13.65,25
2022-10-18,6.0,0,6.0,6.0,16.0,1.0,7.0,173.0,13.65,26
2022-10-19,9.0,0,6.0,6.0,6.0,16.0,1.0,172.0,13.65,27
2022-10-20,5.0,0,9.0,6.0,6.0,6.0,16.0,171.0,13.65,28
2022-10-21,17.0,0,5.0,9.0,6.0,6.0,6.0,170.0,13.65,29
2022-10-24,6.0,0,17.0,5.0,9.0,6.0,6.0,167.0,13.65,32
2022-10-25,7.0,0,6.0,17.0,5.0,9.0,6.0,166.0,13.65,33
2022-10-26,6.0,0,7.0,6.0,17.0,5.0,9.0,165.0,13.65,34
2022-10-27,9.0,0,6.0,7.0,6.0,17.0,5.0,164.0,13.65,0
2022-10-28,9.0,0,9.0,6.0,7.0,6.0,17.0,163.0,13.65,1
2022-10-31,3.0,0,9.0,9.0,6.0,7.0,6.0,160.0,13.65,4
2022-11-01,2.0,0,3.0,9.0,9.0,6.0,7.0,159.0,13.65,5
2022-11-03,13.0,0,2.0,3.0,9.0,9.0,6.0,157.0,13.65,7
2022-11-04,12.0,0,13.0,2.0,3.0,9.0,9.0,156.0,13.65,8
2022-11-07,19.0,0,12.0,13.0,2.0,3.0,9.0,153.0,13.65,11
2022-11-08,15.0,0,19.0,12.0,13.0,2.0,3.0,152.0,13.65,12
2022-11-09,11.0,0,15.0,19.0,12.0,13.0,2.0,151.0,13.65,13
2022-11-10,12.0,0,11.0,15.0,19.0,12.0,13.0,150.0,13.65,14
2022-11-11,14.0,0,12.0,11.0,15.0,19.0,12.0,149.0,13.65,15
2022-11-14,9.0,0,14.0,12.0,11.0,15.0,19.0,146.0,13.65,18
2022-11-16,10.0,0,9.0,14.0,12.0,11.0,15.0,144.0,13.65,20
2022-11-17,37.0,0,10.0,9.0,14.0,12.0,11.0,143.0,13.65,21
2022-11-18,8.0,0,37.0,10.0,9.0,14.0,12.0,142.0,13.65,22
2022-11-21,9.0,0,8.0,37.0,10.0,9.0,14.0,139.0,13.65,25
2022-11-22,5.0,0,9.0,8.0,37.0,10.0,9.0,138.0,13.65,26
2022-11-23,7.0,0,5.0,9.0,8.0,37.0,10.0,137.0,13.65,27
2022-11-24,2.0,0,7.0,5.0,9.0,8.0,37.0,136.0,13.65,28
2022-11-25,9.0,0,2.0,7.0,5.0,9.0,8.0,135.0,13.65,29
2022-11-28,4.0,0,9.0,2.0,7.0,5.0,9.0,132.0,13.65,32
2022-11-29,2.0,0,4.0,9.0,2.0,7.0,5.0,131.0,13.65,33
2022-11-30,5.0,0,2.0,4.0,9.0,2.0,7.0,130.0,13.65,34
2022-12-01,7.0,0,5.0,2.0,4.0,9.0,2.0,129.0,13.65,35
2022-12-02,8.0,0,7.0,5.0,2.0,4.0,9.0,128.0,13.65,36
2022-12-05,150.0,0,8.0,7.0,5.0,2.0,4.0,125.0,13.65,39
2022-12-06,13.0,0,150.0,8.0,7.0,5.0,2.0,124.0,13.65,40
2022-12-07,10.0,0,13.0,150.0,8.0,7.0,5.0,123.0,13.65,41
2022-12-08,12.0,0,10.0,13.0,150.0,8.0,7.0,122.0,13.65,0
2022-12-09,18.0,0,12.0,10.0,13.0,150.0,8.0,121.0,13.65,1
2022-12-12,16.0,0,18.0,12.0,10.0,13.0,150.0,118.0,13.65,4
2022-12-13,11.0,0,16.0,18.0,12.0,10.0,13.0,117.0,13.65,5
2022-12-14,14.0,0,11.0,16.0,18.0,12.0,10.0,116.0,13.65,6
2022-12-15,14.0,0,14.0,11.0,16.0,18.0,12.0,115.0,13.65,7
2022-12-16,9.0,0,14.0,14.0,11.0,16.0,18.0,114.0,13.65,8
2022-12-19,11.0,0,9.0,14.0,14.0,11.0,16.0,111.0,13.65,11
2022-12-20,14.0,0,11.0,9.0,14.0,14.0,11.0,110.0,13.65,12
2022-12-21,7.0,0,14.0,11.0,9.0,14.0,14.0,109.0,13.65,13
2022-12-22,23.0,0,7.0,14.0,11.0,9.0,14.0,108.0,13.65,14
2022-12-23,25.0,0,23.0,7.0,14.0,11.0,9.0,107.0,13.65,15
2022-12-26,8.0,0,25.0,23.0,7.0,14.0,11.0,104.0,13.65,18
2022-12-27,1.0,0,8.0,25.0,23.0,7.0,14.0,103.0,13.65,19
2022-12-28,7.0,0,1.0,8.0,25.0,23.0,7.0,102.0,13.65,20
2022-12-29,3.0,0,7.0,1.0,8.0,25.0,23.0,101.0,13.65,21
2022-12-30,7.0,0,3.0,7.0,1.0,8.0,25.0,100.0,13.65,22
2023-01-02,5.0,0,7.0,3.0,7.0,1.0,8.0,97.0,13.65,25
2023-01-03,2.0,0,5.0,7.0,3.0,7.0,1.0,96.0,13.65,26
2023-01-04,4.0,0,2.0,5.0,7.0,3.0,7.0,95.0,13.65,27
2023-01-05,5.0,0,4.0,2.0,5.0,7.0,3.0,94.0,13.65,28
2023-01-06,9.0,0,5.0,4.0,2.0,5.0,7.0,93.0,13.65,29
2023-01-09,7.0,0,9.0,5.0,4.0,2.0,5.0,90.0,13.65,32
2023-01-10,8.0,0,7.0,9.0,5.0,4.0,2.0,89.0,13.65,33
2023-01-11,11.0,0,8.0,7.0,9.0,5.0,4.0,88.0,13.65,34
2023-01-12,11.0,0,11.0,8.0,7.0,9.0,5.0,87.0,13.65,35
2023-01-13,4.0,0,11.0,11.0,8.0,7.0,9.0,86.0,13.65,36
2023-01-16,9.0,0,4.0,11.0,11.0,8.0,7.0,83.0,13.65,39
2023-01-17,4.0,0,9.0,4.0,11.0,11.0,8.0,82.0,13.65,40
2023-01-18,5.0,0,4.0,9.0,4.0,11.0,11.0,81.0,13.65,41
2023-01-19,8.0,0,5.0,4.0,9.0,4.0,11.0,80.0,13.65,42
2023-01-20,5.0,0,8.0,5.0,4.0,9.0,4.0,79.0,13.65,43
2023-01-23,9.0,0,5.0,8.0,5.0,4.0,9.0,76.0,13.65,46
2023-01-24,2.0,0,9.0,5.0,8.0,5.0,4.0,75.0,13.65,47
2023-01-25,9.0,0,2.0,9.0,5.0,8.0,5.0,74.0,13.65,48
2023-01-26,8.0,0,9.0,2.0,9.0,5.0,8.0,73.0,13.65,49
2023-01-27,6.0,0,8.0,9.0,2.0,9.0,5.0,72.0,13.65,50
2023-01-30,14.0,0,6.0,8.0,9.0,2.0,9.0,69.0,13.65,53
2023-01-31,7.0,0,14.0,6.0,8.0,9.0,2.0,68.0,13.65,54
2023-02-01,9.0,0,7.0,14.0,6.0,8.0,9.0,67.0,13.65,55
2023-02-02,5.0,0,9.0,7.0,14.0,6.0,8.0,66.0,13.65,0
2023-02-03,3.0,0,5.0,9.0,7.0,14.0,6.0,65.0,13.65,1
2023-02-06,8.0,0,3.0,5.0,9.0,7.0,14.0,62.0,13.65,4
2023-02-07,11.0,0,8.0,3.0,5.0,9.0,7.0,61.0,13.65,5
2023-02-08,17.0,0,11.0,8.0,3.0,5.0,9.0,60.0,13.65,6
2023-02-09,8.0,0,17.0,11.0,8.0,3.0,5.0,59.0,13.65,7
2023-02-10,12.0,0,8.0,17.0,11.0,8.0,3.0,58.0,13.65,8
2023-02-13,8.0,0,12.0,8.0,17.0,11.0,8.0,55.0,13.65,11
2023-02-14,19.0,0,8.0,12.0,8.0,17.0,11.0,54.0,13.65,12
2023-02-15,8.0,0,19.0,8.0,12.0,8.0,17.0,53.0,13.65,13
2023-02-16,7.0,0,8.0,19.0,8.0,12.0,8.0,52.0,13.65,14
2023-02-17,12.0,0,7.0,8.0,19.0,8.0,12.0,51.0,13.65,15
2023-02-20,10.0,0,12.0,7.0,8.0,19.0,8.0,48.0,13.65,18
2023-02-22,9.0,0,10.0,12.0,7.0,8.0,19.0,46.0,13.65,20
2023-02-23,10.0,0,9.0,10.0,12.0,7.0,8.0,45.0,13.65,21
2023-02-24,4.0,0,10.0,9.0,10.0,12.0,7.0,44.0,13.65,22
2023-02-27,11.0,0,4.0,10.0,9.0,10.0,12.0,41.0,13.65,25
2023-02-28,10.0,0,11.0,4.0,10.0,9.0,10.0,40.0,13.65,26
2023-03-01,9.0,0,10.0,11.0,4.0,10.0,9.0,39.0,13.65,27
2023-03-02,10.0,0,9.0,10.0,11.0,4.0,10.0,38.0,13.65,28
2023-03-03,19.0,0,10.0,9.0,10.0,11.0,4.0,37.0,13.65,29
2023-03-06,15.0,0,19.0,10.0,9.0,10.0,11.0,34.0,13.65,32
2023-03-07,10.0,0,15.0,19.0,10.0,9.0,10.0,33.0,13.65,33
2023-03-08,19.0,0,10.0,15.0,19.0,10.0,9.0,32.0,13.65,34
2023-03-09,17.0,0,19.0,10.0,15.0,19.0,10.0,31.0,13.65,35
2023-03-10,16.0,0,17.0,19.0,10.0,15.0,19.0,30.0,13.65,36
2023-03-13,26.0,0,16.0,17.0,19.0,10.0,15.0,27.0,13.65,39
2023-03-14,16.0,0,26.0,16.0,17.0,19.0,10.0,26.0,13.65,40
2023-03-15,15.0,0,16.0,26.0,16.0,17.0,19.0,25.0,13.65,41
2023-03-16,14.0,0,15.0,16.0,26.0,16.0,17.0,24.0,13.65,42
2023-03-17,81.0,0,14.0,15.0,16.0,26.0,16.0,23.0,13.65,43
2023-03-20,25.0,0,81.0,14.0,15.0,16.0,26.0,20.0,13.65,46
2023-03-21,27.0,0,25.0,81.0,14.0,15.0,16.0,19.0,13.65,47
2023-03-22,34.0,0,27.0,25.0,81.0,14.0,15.0,18.0,13.65,48
2023-03-23,21.0,0,34.0,27.0,25.0,81.0,14.0,17.0,13.65,0
2023-03-24,19.0,0,21.0,34.0,27.0,25.0,81.0,16.0,13.65,1
2023-03-27,56.0,0,19.0,21.0,34.0,27.0,25.0,13.0,13.65,4
2023-03-28,22.0,0,56.0,19.0,21.0,34.0,27.0,12.0,13.65,5
2023-03-29,42.0,0,22.0,56.0,19.0,21.0,34.0,11.0,13.65,6
2023-03-30,42.0,0,42.0,22.0,56.0,19.0,21.0,10.0,13.65,7
2023-03-31,65.0,0,42.0,42.0,22.0,56.0,19.0,9.0,13.65,8
2023-04-02,78.0,0,65.0,42.0,42.0,22.0,56.0,7.0,13.65,10
2023-04-03,138.0,0,78.0,65.0,42.0,42.0,22.0,6.0,13.65,11
2023-04-04,161.0,0,138.0,78.0,65.0,42.0,42.0,5.0,13.65,12
2023-04-05,219.0,0,161.0,138.0,78.0,65.0,42.0,4.0,13.65,13
2023-04-06,297.0,0,219.0,161.0,138.0,78.0,65.0,3.0,13.65,14
2023-04-07,229.0,0,297.0,219.0,161.0,138.0,78.0,2.0,13.65,15
2023-04-09,31.0,0,229.0,297.0,219.0,161.0,138.0,0.0,13.65,17
2023-04-10,26.0,0,31.0,229.0,297.0,219.0,161.0,356.0,13.65,18
2023-04-11,17.0,0,26.0,31.0,229.0,297.0,219.0,355.0,13.65,19
2023-04-12,13.0,0,17.0,26.0,31.0,229.0,297.0,354.0,13.65,20
2023-04-13,20.0,0,13.0,17.0,26.0,31.0,229.0,353.0,13.65,21
2023-04-14,15.0,0,20.0,13.0,17.0,26.0,31.0,352.0,13.65,22
2023-04-17,8.0,0,15.0,20.0,13.0,17.0,26.0,349.0,13.65,25
2023-04-18,7.0,0,8.0,15.0,20.0,13.0,17.0,348.0,13.65,26
2023-04-19,7.0,0,7.0,8.0,15.0,20.0,13.0,347.0,13.65,27
2023-04-20,5.0,0,7.0,7.0,8.0,15.0,20.0,346.0,13.65,28
2023-04-21,17.0,0,5.0,7.0,7.0,8.0,15.0,345.0,13.65,29
2023-04-24,6.0,0,17.0,5.0,7.0,7.0,8.0,342.0,13.65,32
2023-04-25,16.0,0,6.0,17.0,5.0,7.0,7.0,341.0,13.65,33
2023-04-26,8.0,0,16.0,6.0,17.0,5.0,7.0,340.0,13.65,34
2023-04-27,10.0,0,8.0,16.0,6.0,17.0,5.0,339.0,13.65,35
2023-04-28,8.0,0,10.0,8.0,16.0,6.0,17.0,338.0,13.65,36
2023-05-02,7.0,0,8.0,10.0,8.0,16.0,6.0,334.0,13.65,40
2023-05-03,13.0,0,7.0,8.0,10.0,8.0,16.0,333.0,13.65,41
2023-05-04,16.0,0,13.0,7.0,8.0,10.0,8.0,332.0,13.65,0
2023-05-05,19.0,0,16.0,13.0,7.0,8.0,10.0,331.0,13.65,1
2023-05-08,15.0,0,19.0,16.0,13.0,7.0,8.0,328.0,13.65,4
2023-05-09,22.0,0,15.0,19.0,16.0,13.0,7.0,327.0,13.65,5
2023-05-10,24.0,0,22.0,15.0,19.0,16.0,13.0,326.0,13.65,6
2023-05-11,16.0,0,24.0,22.0,15.0,19.0,16.0,325.0,13.65,7
2023-05-12,15.0,0,16.0,24.0,22.0,15.0,19.0,324.0,13.65,8
2023-05-15,9.0,0,15.0,16.0,24.0,22.0,15.0,321.0,13.65,11
2023-05-16,7.0,0,9.0,15.0,16.0,24.0,22.0,320.0,13.65,12
2023-05-17,6.0,0,7.0,9.0,15.0,16.0,24.0,319.0,13.65,13
2023-05-18,12.0,0,6.0,7.0,9.0,15.0,16.0,318.0,13.65,14
2023-05-19,9.0,0,12.0,6.0,7.0,9.0,15.0,317.0,13.65,15
2023-05-22,11.0,0,9.0,12.0,6.0,7.0,9.0,314.0,13.65,18
2023-05-23,9.0,0,11.0,9.0,12.0,6.0,7.0,313.0,13.65,19
2023-05-24,19.0,0,9.0,11.0,9.0,12.0,6.0,312.0,13.65,20
2023-05-25,12.0,0,19.0,9.0,11.0,9.0,12.0,311.0,13.65,21
2023-05-26,9.0,0,12.0,19.0,9.0,11.0,9.0,310.0,13.65,22
2023-05-29,7.0,0,9.0,12.0,19.0,9.0,11.0,307.0,13.65,25
2023-05-30,94.0,0,7.0,9.0,12.0,19.0,9.0,306.0,13.65,26
2023-05-31,21.0,0,94.0,7.0,9.0,12.0,19.0,305.0,13.65,27
2023-06-01,9.0,0,21.0,94.0,7.0,9.0,12.0,304.0,13.65,28
2023-06-02,25.0,0,9.0,21.0,94.0,7.0,9.0,303.0,13.65,29
2023-06-05,8.0,0,25.0,9.0,21.0,94.0,7.0,300.0,13.65,32
2023-06-06,26.0,0,8.0,25.0,9.0,21.0,94.0,299.0,13.65,33
2023-06-07,20.0,0,26.0,8.0,25.0,9.0,21.0,298.0,13.65,34
2023-06-08,11.0,0,20.0,26.0,8.0,25.0,9.0,297.0,13.65,35
2023-06-09,22.0,0,11.0,20.0,26.0,8.0,25.0,296.0,13.65,36
2023-06-12,7.0,0,22.0,11.0,20.0,26.0,8.0,293.0,13.65,39
2023-06-14,8.0,0,7.0,22.0,11.0,20.0,26.0,291.0,13.65,41
2023-06-15,9.0,0,8.0,7.0,22.0,11.0,20.0,290.0,13.65,42
2023-06-16,14.0,0,9.0,8.0,7.0,22.0,11.0,289.0,13.65,43
2023-06-19,8.0,0,14.0,9.0,8.0,7.0,22.0,286.0,13.65,46
2023-06-20,25.0,0,8.0,14.0,9.0,8.0,7.0,285.0,13.65,47
2023-06-21,21.0,0,25.0,8.0,14.0,9.0,8.0,284.0,13.65,48
2023-06-22,16.0,0,21.0,25.0,8.0,14.0,9.0,283.0,13.65,0
2023-06-23,7.0,0,16.0,21.0,25.0,8.0,14.0,282.0,13.65,1
2023-06-26,5.0,0,7.0,16.0,21.0,25.0,8.0,279.0,13.65,4
2023-06-27,21.0,0,5.0,7.0,16.0,21.0,25.0,278.0,13.65,5
2023-06-28,7.0,0,21.0,5.0,7.0,16.0,21.0,277.0,13.65,6
2023-06-29,15.0,0,7.0,21.0,5.0,7.0,16.0,276.0,13.65,7
2023-06-30,8.0,0,15.0,7.0,21.0,5.0,7.0,275.0,13.65,8
2023-07-03,13.0,0,8.0,15.0,7.0,21.0,5.0,272.0,13.65,11
2023-07-04,11.0,0,13.0,8.0,15.0,7.0,21.0,271.0,13.65,12
2023-07-05,7.0,0,11.0,13.0,8.0,15.0,7.0,270.0,13.65,13
2023-07-06,14.0,0,7.0,11.0,13.0,8.0,15.0,269.0,13.65,14
2023-07-07,13.0,0,14.0,7.0,11.0,13.0,8.0,268.0,13.65,15
2023-07-10,10.0,0,13.0,14.0,7.0,11.0,13.0,265.0,13.65,18
2023-07-11,23.0,0,10.0,13.0,14.0,7.0,11.0,264.0,13.65,19
2023-07-12,9.0,0,23.0,10.0,13.0,14.0,7.0,263.0,13.65,20
2023-07-13,14.0,0,9.0,23.0,10.0,13.0,14.0,262.0,13.65,21
2023-07-14,12.0,0,14.0,9.0,23.0,10.0,13.0,261.0,13.65,22
2023-07-17,10.0,0,12.0,14.0,9.0,23.0,10.0,258.0,13.65,25
2023-07-18,11.0,0,10.0,12.0,14.0,9.0,23.0,257.0,13.65,26
2023-07-19,11.0,0,11.0,10.0,12.0,14.0,9.0,256.0,13.65,27
2023-07-20,37.0,0,11.0,11.0,10.0,12.0,14.0,255.0,13.65,28
2023-07-21,21.0,0,37.0,11.0,11.0,10.0,12.0,254.0,13.65,29
2023-07-24,10.0,0,21.0,37.0,11.0,11.0,10.0,251.0,13.65,32
2023-07-25,15.0,0,10.0,21.0,37.0,11.0,11.0,250.0,13.65,33
2023-07-26,9.0,0,15.0,10.0,21.0,37.0,11.0,249.0,13.65,34
2023-07-27,10.0,0,9.0,15.0,10.0,21.0,37.0,248.0,13.65,35
2023-07-28,8.0,0,10.0,9.0,15.0,10.0,21.0,247.0,13.65,36
2023-07-31,106.0,0,8.0,10.0,9.0,15.0,10.0,244.0,13.65,39
2023-08-01,13.0,0,106.0,8.0,10.0,9.0,15.0,243.0,13.65,40
2023-08-02,2.0,0,13.0,106.0,8.0,10.0,9.0,242.0,13.65,41
2023-08-03,12.0,0,2.0,13.0,106.0,8.0,10.0,241.0,13.15,0
2023-08-04,13.0,0,12.0,2.0,13.0,106.0,8.0,240.0,13.15,1
2023-08-07,17.0,0,13.0,12.0,2.0,13.0,106.0,237.0,13.15,4
2023-08-08,15.0,0,17.0,13.0,12.0,2.0,13.0,236.0,13.15,5
2023-08-09,13.0,0,15.0,17.0,13.0,12.0,2.0,235.0,13.15,6
2023-08-10,8.0,0,13.0,15.0,17.0,13.0,12.0,234.0,13.15,7
2023-08-11,5.0,0,8.0,13.0,15.0,17.0,13.0,233.0,13.15,8
2023-08-14,18.0,0,5.0,8.0,13.0,15.0,17.0,230.0,13.15,11
2023-08-15,5.0,0,18.0,5.0,8.0,13.0,15.0,229.0,13.15,12
2023-08-16,10.0,0,5.0,18.0,5.0,8.0,13.0,228.0,13.15,13
2023-08-17,7.0,0,10.0,5.0,18.0,5.0,8.0,227.0,13.15,14
2023-08-18,9.0,0,7.0,10.0,5.0,18.0,5.0,226.0,13.15,15
2023-08-21,17.0,0,9.0,7.0,10.0,5.0,18.0,223.0,13.15,18
2023-08-22,9.0,0,17.0,9.0,7.0,10.0,5.0,222.0,13.15,19
2023-08-23,8.0,0,9.0,17.0,9.0,7.0,10.0,221.0,13.15,20
2023-08-24,11.0,0,8.0,9.0,17.0,9.0,7.0,220.0,13.15,21
2023-08-25,7.0,0,11.0,8.0,9.0,17.0,9.0,219.0,13.15,22
2023-08-28,15.0,0,7.0,11.0,8.0,9.0,17.0,216.0,13.15,25
2023-08-29,6.0,0,15.0,7.0,11.0,8.0,9.0,215.0,13.15,26
2023-08-30,8.0,0,6.0,15.0,7.0,11.0,8.0,214.0,13.15,27
2023-08-31,10.0,0,8.0,6.0,15.0,7.0,11.0,213.0,13.15,28
2023-09-01,7.0,0,10.0,8.0,6.0,15.0,7.0,212.0,13.15,29
2023-09-04,6.0,0,7.0,10.0,8.0,6.0,15.0,209.0,13.15,32
2023-09-05,10.0,0,6.0,7.0,10.0,8.0,6.0,208.0,13.15,33
2023-09-06,14.0,0,10.0,6.0,7.0,10.0,8.0,207.0,13.15,34
2023-09-07,1.0,0,14.0,10.0,6.0,7.0,10.0,206.0,13.15,35
2023-09-08,11.0,0,1.0,14.0,10.0,6.0,7.0,205.0,13.15,36
2023-09-11,3.0,0,11.0,1.0,14.0,10.0,6.0,202.0,13.15,39
2023-09-12,7.0,0,3.0,11.0,1.0,14.0,10.0,201.0,13.15,40
2023-09-13,6.0,0,7.0,3.0,11.0,1.0,14.0,200.0,13.15,41
2023-09-14,23.0,0,6.0,7.0,3.0,11.0,1.0,199.0,13.15,42
2023-09-15,6.0,0,23.0,6.0,7.0,3.0,11.0,198.0,13.15,43
2023-09-18,7.0,0,6.0,23.0,6.0,7.0,3.0,195.0,13.15,46
2023-09-19,4.0,0,7.0,6.0,23.0,6.0,7.0,194.0,13.15,47
2023-09-20,10.0,0,4.0,7.0,6.0,23.0,6.0,193.0,13.15,48
2023-09-21,8.0,0,10.0,4.0,7.0,6.0,23.0,192.0,12.65,0
2023-09-22,15.0,0,8.0,10.0,4.0,7.0,6.0,191.0,12.65,1
2023-09-25,7.0,0,15.0,8.0,10.0,4.0,7.0,188.0,12.65,4
2023-09-26,8.0,0,7.0,15.0,8.0,10.0,4.0,187.0,12.65,5
2023-09-27,4.0,0,8.0,7.0,15.0,8.0,10.0,186.0,12.65,6
2023-09-28,8.0,0,4.0,8.0,7.0,15.0,8.0,185.0,12.65,7
2023-09-29,91.0,0,8.0,4.0,8.0,7.0,15.0,184.0,12.65,8
2023-10-02,9.0,0,91.0,8.0,4.0,8.0,7.0,181.0,12.65,11
2023-10-03,7.0,0,9.0,91.0,8.0,4.0,8.0,180.0,12.65,12
2023-10-04,6.0,0,7.0,9.0,91.0,8.0,4.0,179.0,12.65,13
2023-10-05,6.0,0,6.0,7.0,9.0,91.0,8.0,178.0,12.65,14
2023-10-06,6.0,0,6.0,6.0,7.0,9.0,91.0,177.0,12.65,15
2023-10-09,8.0,0,6.0,6.0,6.0,7.0,9.0,174.0,12.65,18
2023-10-10,16.0,0,8.0,6.0,6.0,6.0,7.0,173.0,12.65,19
2023-10-11,7.0,0,16.0,8.0,6.0,6.0,6.0,172.0,12.65,20
2023-10-13,4.0,0,7.0,16.0,8.0,6.0,6.0,170.0,12.65,22
2023-10-16,10.0,0,4.0,7.0,16.0,8.0,6.0,167.0,12.65,25
2023-10-17,7.0,0,10.0,4.0,7.0,16.0,8.0,166.0,12.65,26
2023-10-18,6.0,0,7.0,10.0,4.0,7.0,16.0,165.0,12.65,27
2023-10-19,6.0,0,6.0,7.0,10.0,4.0,7.0,164.0,12.65,28
2023-10-20,3.0,0,6.0,6.0,7.0,10.0,4.0,163.0,12.65,29
2023-10-23,2.0,0,3.0,6.0,6.0,7.0,10.0,160.0,12.65,32
2023-10-24,4.0,0,2.0,3.0,6.0,6.0,7.0,159.0,12.65,33
2023-10-25,9.0,0,4.0,2.0,3.0,6.0,6.0,158.0,12.65,34
2023-10-26,5.0,0,9.0,4.0,2.0,3.0,6.0,157.0,12.65,35
2023-10-27,4.0,0,5.0,9.0,4.0,2.0,3.0,156.0,12.65,36
2023-10-30,4.0,0,4.0,5.0,9.0,4.0,2.0,153.0,12.65,39
2023-10-31,3.0,0,4.0,4.0,5.0,9.0,4.0,152.0,12.65,40
2023-11-01,7.0,0,3.0,4.0,4.0,5.0,9.0,151.0,12.65,41
2023-11-03,8.0,0,7.0,3.0,4.0,4.0,5.0,149.0,12.15,0
2023-11-06,3.0,0,8.0,7.0,3.0,4.0,4.0,146.0,12.15,3
2023-11-07,4.0,0,3.0,8.0,7.0,3.0,4.0,145.0,12.15,4
2023-11-08,5.0,0,4.0,3.0,8.0,7.0,3.0,144.0,12.15,5
2023-11-09,3.0,0,5.0,4.0,3.0,8.0,7.0,143.0,12.15,6
2023-11-10,8.0,0,3.0,5.0,4.0,3.0,8.0,142.0,12.15,7
2023-11-13,8.0,0,8.0,3.0,5.0,4.0,3.0,139.0,12.15,10
2023-11-14,7.0,0,8.0,8.0,3.0,5.0,4.0,138.0,12.15,11
2023-11-16,8.0,0,7.0,8.0,8.0,3.0,5.0,136.0,12.15,13
2023-11-17,4.0,0,8.0,7.0,8.0,8.0,3.0,135.0,12.15,14
2023-11-20,3.0,0,4.0,8.0,7.0,8.0,8.0,132.0,12.15,17
2023-11-21,7.0,0,3.0,4.0,8.0,7.0,8.0,131.0,12.15,18
2023-11-22,5.0,0,7.0,3.0,4.0,8.0,7.0,130.0,12.15,19
2023-11-23,8.0,0,5.0,7.0,3.0,4.0,8.0,129.0,12.15,20
2023-11-24,10.0,0,8.0,5.0,7.0,3.0,4.0,128.0,12.15,21
2023-11-27,5.0,0,10.0,8.0,5.0,7.0,3.0,125.0,12.15,24
2023-11-28,8.0,0,5.0,10.0,8.0,5.0,7.0,124.0,12.15,25
2023-11-29,7.0,0,8.0,5.0,10.0,8.0,5.0,123.0,12.15,26
2023-11-30,4.0,0,7.0,8.0,5.0,10.0,8.0,122.0,12.15,27
2023-12-01,13.0,0,4.0,7.0,8.0,5.0,10.0,121.0,12.15,28
2023-12-04,8.0,0,13.0,4.0,7.0,8.0,5.0,118.0,12.15,31
2023-12-05,10.0,0,8.0,13.0,4.0,7.0,8.0,117.0,12.15,32
2023-12-06,11.0,0,10.0,8.0,13.0,4.0,7.0,116.0,12.15,33
2023-12-07,4.0,0,11.0,10.0,8.0,13.0,4.0,115.0,12.15,34
2023-12-08,8.0,0,4.0,11.0,10.0,8.0,13.0,114.0,12.15,35
2023-12-11,9.0,0,8.0,4.0,11.0,10.0,8.0,111.0,12.15,38
2023-12-12,24.0,0,9.0,8.0,4.0,11.0,10.0,110.0,12.15,39
2023-12-13,4.0,0,24.0,9.0,8.0,4.0,11.0,109.0,12.15,40
2023-12-14,10.0,0,4.0,24.0,9.0,8.0,4.0,108.0,11.65,0
2023-12-15,16.0,0,10.0,4.0,24.0,9.0,8.0,107.0,11.65,1
2023-12-18,4.0,0,16.0,10.0,4.0,24.0,9.0,104.0,11.65,4
2023-12-19,18.0,0,4.0,16.0,10.0,4.0,24.0,103.0,11.65,5
2023-12-20,10.0,0,18.0,4.0,16.0,10.0,4.0,102.0,11.65,6
2023-12-21,11.0,0,10.0,18.0,4.0,16.0,10.0,101.0,11.65,7
2023-12-22,25.0,0,11.0,10.0,18.0,4.0,16.0,100.0,11.65,8
2023-12-26,7.0,0,25.0,11.0,10.0,18.0,4.0,96.0,11.65,12
2023-12-27,3.0,0,7.0,25.0,11.0,10.0,18.0,95.0,11.65,13
